Unnamed: 0,Crisis,Year,Type of Crisis,Full Date
839,"The presence and rise of a significant number of women as heads of state and heads of government in a number of countries across the world, many being the first women to hold such positions, such as Soong Ching-ling continuing as the first Chairwoman of the People's Republic of China until 1972, Isabel Perón as the first woman President in Argentina in 1974 until being deposed in 1976, Elisabeth Domitien becomes the first woman Prime Minister of Central African Republic, Indira Gandhi continuing as Prime Minister of India until 1977, Lidia Gueiler Tejada becoming the interim President of Bolivia beginning from 1979 to 1980, Maria de Lourdes Pintasilgo becoming the first woman Prime Minister of Portugal in 1979, and Margaret Thatcher becoming the first woman Prime Minister of the United Kingdom in 1979.",1972,Feminism,
840,"June, 1972, Hurricane Agnes hit the east coast of the United States, resulting in 128 deaths and causing over $2.1 Billion in damage.",1972,Natural Disaster,
841,"On October 13, 1972, Uruguayan Air Force Flight 571 from Uruguay to Chile crashed in the Andes mountains. Survivors suffered from freezing temperatures, exposure and starvation for 72 days until their rescue on December 23.",1972,Infrastructure,
842,"On December 29, 1972, Eastern Air Lines Flight 401 crashed in the Florida Everglades while its crew was distracted. 101 people died in the accident while 75 survived.",1972,Infrastructure,
843,"positron emission tomography, invented in 1972 by Edward J. Hoffman and fellow scientist Michael Phelps",1972,Technology,
844,"Crime rates in the US had been low from the 1940s until the mid-1960s, but began to escalate after 1965 due to a complex of social, economic, and demographic factors. By the 1970s, crime and blighted urban areas were a serious cause of concern, New York City being particularly affected. In 1972, the US Supreme Court ruled capital punishment unconstitutional, then reversed the ruling only four years later.",1972,Crime,
845,"HBO launched on November 8, 1972, becoming the nation's first pay-television channel. On September 30, 1975, HBO became the first television network to continuously deliver signals via satellite when it showed the ""Thrilla in Manila"" boxing match between Muhammad Ali and Joe Frazier.",1972,Cultural,
846,"The first commercially available video game console, entitled Magnavox Odyssey, was released in September 1972, created by Ralph H. Baer.",1972,Technology,
847,"The 1972 Summer Olympics in Munich, Germany saw swimmer Mark Spitz set seven World Records and won a record seven gold medals. The 1976 Summer Olympics were held in Montreal, Quebec, Canada. Brazil won the 1970 FIFA World Cup in Mexico, West Germany won the 1974 FIFA World Cup in West Germany, and Argentina won the 1978 FIFA World Cup in Argentina. The 1970 FIFA World Cup was the first world cup to be televised in color.",1972,Sports,
848,"Former president Lyndon B. Johnson dies in Stonewall, Texas, of his third and final heart attack. It was at the LBJ ranch.",1973,Cultural,
849,State funeral of President Lyndon Johnson,1973,Cultural,
850,Roe v. Wade Supreme Court ruling overturns state laws against abortion.,1973,Feminism,
851,The Paris Peace Accords ends direct U.S. involvement in the Vietnam War.,1973,Politics,
852,"The Senate Watergate hearings begin, highlighted by Fred Thompson's discovery of Nixon's secret tapes.",1973,Asia ,
853,Skylab is launched as the USA's first space station.,1973,NASA,
854,"Watergate scandal: President Nixon fires two attorneys general, and their appointed acting attorney general replacement fires the Watergate Special Prosecutor over disposition of the secret tapes.",1973,Politics,
855,President Nixon and Vice President Agnew begin second terms.,1973,Politics,
856,Vice President Agnew resigns in disgrace as part of a plea bargain.,1973,Politics,
857,Gerald R. Ford becomes the first person to be appointed vice president under the 25th Amendment to the Constitution.,1973,Politics,
858,"The United States is affected by the Arab Oil Embargo; gasoline prices skyrocket as supplies of gasoline and heating oil are in short supply. In response, daylight saving time is started in January (nearly four months earlier than usual), and the national speed limit is lowered to 55 mph.",1973,Economics,
859,1973-1975 recession - Peak Unemployment -,1973,Economics,
860,"Egyptian military vehicles crossing the Suez Canal on October 7, 1973, during the Yom Kippur War.",1973,Africa,
861,"Yom Kippur War (1973) – the war was launched by Egypt and Syria against Israel in October 1973 to recover territories lost by the Arabs in the 1967 conflict. The Israelis were taken by surprise and suffered heavy losses before they rallied. In the end, they managed to repel the Egyptians (and a simultaneous attack by Syria in the Golan Heights) and crossed the Suez Canal into Egypt proper. In 1978, Egypt signed a peace treaty with Israel at Camp David in the United States, ending outstanding disputes between the two countries. Sadat's actions would lead to his assassination in 1981.",1973,Middle East,
